# batch-3 skip 清单（pending.tsv 行 501–814）
# 列：line<TAB>scope<TAB>file<TAB>source<TAB>类别码（S1–S16，t1 契约 §2.1）
662	website	apps/website/src/components/mock/AppFrame.astro	M32 6 L27 20 L27 30 L37 30 L37 20 Z	S12
663	website	apps/website/src/components/mock/AppFrame.astro	M48 16 L44.5 26 L44.5 34 L51.5 34 L51.5 26 Z	S12
664	website	apps/website/src/components/mock/AppFrame.astro	M48 40 C48 48 40 46 32 46	S12
665	website	apps/website/src/components/mock/Conflicts.astro	  const colors = legacyColors();	S12
666	website	apps/website/src/components/mock/Conflicts.astro	  const palette = useThemePalette();	S12
667	website	apps/website/src/components/mock/Conflicts.astro	  return render(rows, { colors });	S12
668	website	apps/website/src/components/mock/Conflicts.astro	  return render(rows, { palette, animate: true });	S12
670	website	apps/website/src/components/mock/Conflicts.astro	export function drawGraph(rows: Row[]) {	S12
671	website	apps/website/src/components/mock/Conflicts.astro	import { render } from './renderer';	S12
672	website	apps/website/src/components/mock/Graph.astro	Dara Kim	S10
673	website	apps/website/src/components/mock/Graph.astro	docs: update architecture overview	S10
674	website	apps/website/src/components/mock/Graph.astro	feat(ai): provider registry + adapters	S10
675	website	apps/website/src/components/mock/Graph.astro	feat(graph): virtualize commit rows	S10
676	website	apps/website/src/components/mock/Graph.astro	feat(stash): quick apply from sidebar	S10
677	website	apps/website/src/components/mock/Graph.astro	fix(diff): handle renamed files in word diff	S10
678	website	apps/website/src/components/mock/Graph.astro	fix(remote): retry ssh agent auth once	S10
679	website	apps/website/src/components/mock/Graph.astro	Maly Sok	S10
680	website	apps/website/src/components/mock/Graph.astro	refactor(core): extract lane allocator	S10
681	website	apps/website/src/components/mock/Graph.astro	Sokha Chan	S10
682	website	apps/website/src/components/mock/Graph.astro	style(inspector): tighten spacing rhythm	S10
683	website	apps/website/src/components/mock/Graph.astro	test(conflicts): cover diff3 markers	S10
684	website	apps/website/src/components/mock/GraphScene.astro	0 0 24 24	S12
685	website	apps/website/src/components/mock/GraphScene.astro	M5 3l14 8.5-6.2 1.6L9.5 19z	S12
686	website	apps/website/src/components/mock/icons.ts	<circle cx="11" cy="11" r="8"/><path d="m21 21-4.3-4.3"/>	S12
687	website	apps/website/src/components/mock/icons.ts	<circle cx="11" cy="11" r="8"/><path d="m21 21-4.3-4.3"/><path d="M11 8v6M8 11h6"/>	S12
688	website	apps/website/src/components/mock/icons.ts	<circle cx="12" cy="12" r="10"/><path d="m9 12 2 2 4-4"/>	S12
689	website	apps/website/src/components/mock/icons.ts	<circle cx="18" cy="18" r="3"/><circle cx="6" cy="6" r="3"/><path d="M13 6h3a2 2 0 0 1 2 2v7"/><path d="M6 9v12"/>	S12
690	website	apps/website/src/components/mock/icons.ts	<circle cx="18" cy="18" r="3"/><circle cx="6" cy="6" r="3"/><path d="M6 21V9a9 9 0 0 0 9 9"/>	S12
691	website	apps/website/src/components/mock/icons.ts	<path d="M12 17V3"/><path d="m6 11 6 6 6-6"/><path d="M19 21H5"/>	S12
692	website	apps/website/src/components/mock/icons.ts	<path d="M12 2H2v10l9.29 9.29a1 1 0 0 0 1.42 0l8.58-8.58a1 1 0 0 0 0-1.42L12 2Z"/><path d="M7 7h.01"/>	S12
693	website	apps/website/src/components/mock/icons.ts	<path d="M12.22 2h-.44a2 2 0 0 0-2 2v.18a2 2 0 0 1-1 1.73l-.43.25a2 2 0 0 1-2 0l-.15-.08a2 2 0 0 0-2.73.73l-.22.38a2 2 0 0 0 .73 2.73l.15.1a2 2 0 0 1 1 1.72v.51a2 2 0 0 1-1 1.74l-.15.09a2 2 0 0 0-.73 2.73l.22.38a2 2 0 0 0 2.73.73l.15-.08a2 2 0 0 1 2 0l.43.25a2 2 0 0 1 1 1.73V20a2 2 0 0 0 2 2h.44a2 2 0 0 0 2-2v-.18a2 2 0 0 1 1-1.73l.43-.25a2 2 0 0 1 2 0l.15.08a2 2 0 0 0 2.73-.73l.22-.39a2 2 0 0 0-.73-2.73l-.15-.08a2 2 0 0 1-1-1.74v-.5a2 2 0 0 1 1-1.74l.15-.09a2 2 0 0 0 .73-2.73l-.22-.38a2 2 0 0 0-2.73-.73l-.15.08a2 2 0 0 1-2 0l-.43-.25a2 2 0 0 1-1-1.73V4a2 2 0 0 0-2-2z"/><circle cx="12" cy="12" r="3"/>	S12
694	website	apps/website/src/components/mock/icons.ts	<path d="m12.83 2.18a2 2 0 0 0-1.66 0L2.6 6.08a1 1 0 0 0 0 1.83l8.58 3.91a2 2 0 0 0 1.66 0l8.58-3.9a1 1 0 0 0 0-1.83Z"/><path d="m22 17.65-9.17 4.16a2 2 0 0 1-1.66 0L2 17.65"/><path d="m22 12.65-9.17 4.16a2 2 0 0 1-1.66 0L2 12.65"/>	S12
695	website	apps/website/src/components/mock/icons.ts	<path d="M15 6v12a3 3 0 1 0 3-3H6a3 3 0 1 0 3 3V6a3 3 0 1 0-3 3h12a3 3 0 1 0-3-3"/>	S12
696	website	apps/website/src/components/mock/icons.ts	<path d="M17.5 19H9a7 7 0 1 1 6.71-9h1.79a4.5 4.5 0 1 1 0 9Z"/>	S12
697	website	apps/website/src/components/mock/icons.ts	<path d="M18 6 6 18"/><path d="m6 6 12 12"/>	S12
698	website	apps/website/src/components/mock/icons.ts	<path d="m18 9-6-6-6 6"/><path d="M12 3v14"/><path d="M5 21h14"/>	S12
699	website	apps/website/src/components/mock/icons.ts	<path d="M20 13c0 5-3.5 7.5-7.66 8.95a1 1 0 0 1-.67-.01C7.5 20.5 4 18 4 13V6a1 1 0 0 1 1-1c2 0 4.5-1.2 6.24-2.72a1.17 1.17 0 0 1 1.52 0C14.51 3.81 17 5 19 5a1 1 0 0 1 1 1z"/><path d="m9 12 2 2 4-4"/>	S12
700	website	apps/website/src/components/mock/icons.ts	<path d="M21.17 2.83a2.83 2.83 0 0 0-4 0L4 16v4h4L21.17 6.83a2.83 2.83 0 0 0 0-4Z"/>	S12
701	website	apps/website/src/components/mock/icons.ts	<path d="M3 12a9 9 0 1 0 9-9 9.75 9.75 0 0 0-6.74 2.74L3 8"/><path d="M3 3v5h5"/><path d="M12 7v5l4 2"/>	S12
702	website	apps/website/src/components/mock/icons.ts	<path d="M3 12h.01M3 18h.01M3 6h.01M8 12h13M8 18h13M8 6h13"/>	S12
703	website	apps/website/src/components/mock/icons.ts	<path d="M3 7v6h6"/><path d="M21 17a9 9 0 0 0-9-9 9 9 0 0 0-6 2.3L3 13"/>	S12
704	website	apps/website/src/components/mock/icons.ts	<path d="m4 17 6-5-6-5"/><path d="M12 19h8"/>	S12
705	website	apps/website/src/components/mock/icons.ts	<path d="M5 12h14"/>	S12
706	website	apps/website/src/components/mock/icons.ts	<path d="M5 12h14"/><path d="M12 5v14"/>	S12
707	website	apps/website/src/components/mock/icons.ts	<path d="M6 3v12"/><circle cx="18" cy="6" r="3"/><circle cx="6" cy="18" r="3"/><path d="M18 9a9 9 0 0 1-9 9"/>	S12
708	website	apps/website/src/components/mock/icons.ts	<path d="M6 3v12"/><circle cx="18" cy="6" r="3"/><circle cx="6" cy="18" r="3"/><path d="M18 9a9 9 0 0 1-9 9"/><path d="M15 3h6M18 0v6"/>	S12
709	website	apps/website/src/components/mock/icons.ts	<path d="m6 9 6 6 6-6"/>	S12
710	website	apps/website/src/components/mock/icons.ts	<path d="m9 6 6 6-6 6"/>	S12
711	website	apps/website/src/components/mock/icons.ts	<rect width="18" height="18" x="3" y="3" rx="2"/><path d="M9 3v18"/>	S12
